2024-10-08 22:00:23,507 - ==> Logging on master GPU: 0
2024-10-08 22:00:23,507 - ==> Running Trainer: CLSTrainer
2024-10-08 22:00:23,507 - ==> Using GPU: [0, 1, 2, 3, 4, 5, 6, 7] for Training
2024-10-08 22:00:23,507 - ==> Building model
2024-10-08 22:00:24,930 - ==> Creating optimizer
2024-10-08 22:00:24,935 - ==> Native DDP
2024-10-08 22:00:25,194 - ==> Loading dataset: ImageFolderLMDB
2024-10-08 22:00:25,259 - ==> ********** cfg ********** 
seed                                 : 42                                  
2024-10-09 02:09:16,401 - Max [top1: 66.694 (epoch: 90)] [top1-ema: 72.696 (epoch: 95)]
2024-10-09 02:09:16,401 - ==> Total time: 4:08:54	 Eta: 8:57:06 	Logged in 'runs/mobilemamba/CLSTrainer_MobileMamba_B1_ImageFolderLMDB_20241008-220023'
2024-10-09 02:09:22,035 - Train: 31.67% [118850/375300]  [95.0/300.0] [batch_t 0.109 (0.235)] [data_t 0.004] [optim_t 0.105] [lr 0.002324] [CE 4.211 (4.005)] [KD 0.000 (0.000)]
2024-10-09 02:09:28,466 - Train: 31.68% [118900/375300]  [95.0/300.0] [batch_t 0.114 (0.128)] [data_t 0.004] [optim_t 0.110] [lr 0.002323] [CE 3.840 (4.038)] [KD 0.000 (0.000)]
2024-10-09 02:09:34,516 - Train: 31.69% [118950/375300]  [95.1/300.0] [batch_t 0.117 (0.121)] [data_t 0.004] [optim_t 0.113] [lr 0.002323] [CE 4.114 (4.089)] [KD 0.000 (0.000)]
2024-10-09 02:09:40,395 - Train: 31.71% [119000/375300]  [95.1/300.0] [batch_t 0.115 (0.117)] [data_t 0.004] [optim_t 0.111] [lr 0.002322] [CE 4.156 (4.044)] [KD 0.000 (0.000)]
2024-10-09 02:09:46,687 - Train: 31.72% [119050/375300]  [95.2/300.0] [batch_t 0.123 (0.126)] [data_t 0.004] [optim_t 0.119] [lr 0.002322] [CE 4.160 (4.012)] [KD 0.000 (0.000)]
2024-10-09 02:09:53,028 - Train: 31.73% [119100/375300]  [95.2/300.0] [batch_t 0.108 (0.127)] [data_t 0.004] [optim_t 0.104] [lr 0.002321] [CE 4.192 (4.093)] [KD 0.000 (0.000)]
2024-10-09 02:09:59,621 - Train: 31.75% [119150/375300]  [95.2/300.0] [batch_t 0.141 (0.132)] [data_t 0.005] [optim_t 0.137] [lr 0.002321] [CE 3.886 (4.060)] [KD 0.000 (0.000)]
2024-10-09 02:10:06,057 - Train: 31.76% [119200/375300]  [95.3/300.0] [batch_t 0.124 (0.129)] [data_t 0.005] [optim_t 0.119] [lr 0.002320] [CE 3.747 (4.078)] [KD 0.000 (0.000)]
2024-10-09 02:10:12,012 - Train: 31.77% [119250/375300]  [95.3/300.0] [batch_t 0.117 (0.119)] [data_t 0.004] [optim_t 0.113] [lr 0.002320] [CE 3.840 (4.041)] [KD 0.000 (0.000)]
2024-10-09 02:10:18,317 - Train: 31.79% [119300/375300]  [95.4/300.0] [batch_t 0.118 (0.126)] [data_t 0.004] [optim_t 0.114] [lr 0.002319] [CE 4.156 (4.043)] [KD 0.000 (0.000)]
2024-10-09 02:10:24,213 - Train: 31.80% [119350/375300]  [95.4/300.0] [batch_t 0.119 (0.118)] [data_t 0.004] [optim_t 0.115] [lr 0.002319] [CE 4.069 (4.088)] [KD 0.000 (0.000)]
2024-10-09 02:10:30,534 - Train: 31.81% [119400/375300]  [95.4/300.0] [batch_t 0.115 (0.126)] [data_t 0.004] [optim_t 0.110] [lr 0.002318] [CE 4.352 (4.061)] [KD 0.000 (0.000)]
2024-10-09 02:10:36,765 - Train: 31.83% [119450/375300]  [95.5/300.0] [batch_t 0.112 (0.124)] [data_t 0.004] [optim_t 0.107] [lr 0.002317] [CE 3.849 (4.021)] [KD 0.000 (0.000)]
2024-10-09 02:10:42,686 - Train: 31.84% [119500/375300]  [95.5/300.0] [batch_t 0.228 (0.118)] [data_t 0.004] [optim_t 0.224] [lr 0.002317] [CE 4.062 (4.063)] [KD 0.000 (0.000)]
2024-10-09 02:10:48,770 - Train: 31.85% [119550/375300]  [95.6/300.0] [batch_t 0.113 (0.122)] [data_t 0.004] [optim_t 0.109] [lr 0.002316] [CE 3.773 (4.073)] [KD 0.000 (0.000)]
2024-10-09 02:10:54,539 - Train: 31.87% [119600/375300]  [95.6/300.0] [batch_t 0.118 (0.115)] [data_t 0.004] [optim_t 0.114] [lr 0.002316] [CE 4.115 (4.059)] [KD 0.000 (0.000)]
2024-10-09 02:11:00,474 - Train: 31.88% [119650/375300]  [95.6/300.0] [batch_t 0.113 (0.119)] [data_t 0.004] [optim_t 0.109] [lr 0.002315] [CE 4.317 (4.045)] [KD 0.000 (0.000)]
2024-10-09 02:11:06,297 - Train: 31.89% [119700/375300]  [95.7/300.0] [batch_t 0.112 (0.116)] [data_t 0.004] [optim_t 0.108] [lr 0.002315] [CE 4.128 (4.045)] [KD 0.000 (0.000)]
2024-10-09 02:11:12,398 - Train: 31.91% [119750/375300]  [95.7/300.0] [batch_t 0.110 (0.122)] [data_t 0.004] [optim_t 0.106] [lr 0.002314] [CE 3.920 (4.083)] [KD 0.000 (0.000)]
2024-10-09 02:11:18,461 - Train: 31.92% [119800/375300]  [95.8/300.0] [batch_t 0.116 (0.121)] [data_t 0.004] [optim_t 0.112] [lr 0.002314] [CE 4.148 (4.092)] [KD 0.000 (0.000)]
2024-10-09 02:11:24,411 - Train: 31.93% [119850/375300]  [95.8/300.0] [batch_t 0.118 (0.119)] [data_t 0.004] [optim_t 0.114] [lr 0.002313] [CE 3.723 (4.062)] [KD 0.000 (0.000)]
2024-10-09 02:11:30,372 - Train: 31.95% [119900/375300]  [95.8/300.0] [batch_t 0.124 (0.119)] [data_t 0.004] [optim_t 0.120] [lr 0.002313] [CE 4.198 (4.088)] [KD 0.000 (0.000)]
2024-10-09 02:11:36,343 - Train: 31.96% [119950/375300]  [95.9/300.0] [batch_t 0.106 (0.119)] [data_t 0.004] [optim_t 0.102] [lr 0.002312] [CE 4.293 (4.106)] [KD 0.000 (0.000)]
2024-10-09 02:11:42,403 - Train: 31.97% [120000/375300]  [95.9/300.0] [batch_t 0.113 (0.121)] [data_t 0.004] [optim_t 0.109] [lr 0.002312] [CE 3.921 (4.069)] [KD 0.000 (0.000)]
2024-10-09 02:11:48,436 - Train: 31.99% [120050/375300]  [96.0/300.0] [batch_t 0.109 (0.121)] [data_t 0.004] [optim_t 0.104] [lr 0.002311] [CE 4.019 (4.070)] [KD 0.000 (0.000)]
2024-10-09 02:11:53,874 - ==> Total time: 4:11:31	 Eta: 8:54:29 	Logged in 'runs/mobilemamba/CLSTrainer_MobileMamba_B1_ImageFolderLMDB_20241008-220023'
2024-10-09 02:11:56,338 - Train: 32.00% [120100/375300]  [96.0/300.0] [batch_t 0.111 (0.324)] [data_t 0.004] [optim_t 0.107] [lr 0.002311] [CE 3.831 (4.045)] [KD 0.000 (0.000)]
2024-10-09 02:12:02,229 - Train: 32.01% [120150/375300]  [96.0/300.0] [batch_t 0.117 (0.118)] [data_t 0.004] [optim_t 0.113] [lr 0.002310] [CE 4.432 (4.059)] [KD 0.000 (0.000)]
2024-10-09 02:12:08,483 - Train: 32.03% [120200/375300]  [96.1/300.0] [batch_t 0.119 (0.125)] [data_t 0.004] [optim_t 0.114] [lr 0.002310] [CE 3.948 (4.026)] [KD 0.000 (0.000)]
2024-10-09 02:12:14,488 - Train: 32.04% [120250/375300]  [96.1/300.0] [batch_t 0.116 (0.120)] [data_t 0.004] [optim_t 0.112] [lr 0.002309] [CE 4.241 (4.104)] [KD 0.000 (0.000)]
2024-10-09 02:12:20,366 - Train: 32.05% [120300/375300]  [96.2/300.0] [batch_t 0.117 (0.117)] [data_t 0.004] [optim_t 0.113] [lr 0.002309] [CE 3.999 (4.059)] [KD 0.000 (0.000)]
2024-10-09 02:12:26,632 - Train: 32.07% [120350/375300]  [96.2/300.0] [batch_t 0.115 (0.125)] [data_t 0.004] [optim_t 0.111] [lr 0.002308] [CE 4.342 (4.090)] [KD 0.000 (0.000)]
2024-10-09 02:12:32,573 - Train: 32.08% [120400/375300]  [96.2/300.0] [batch_t 0.118 (0.119)] [data_t 0.004] [optim_t 0.114] [lr 0.002308] [CE 4.168 (4.050)] [KD 0.000 (0.000)]
2024-10-09 02:12:38,753 - Train: 32.09% [120450/375300]  [96.3/300.0] [batch_t 0.118 (0.123)] [data_t 0.004] [optim_t 0.113] [lr 0.002307] [CE 4.173 (4.038)] [KD 0.000 (0.000)]
2024-10-09 02:12:44,572 - Train: 32.11% [120500/375300]  [96.3/300.0] [batch_t 0.110 (0.116)] [data_t 0.004] [optim_t 0.105] [lr 0.002306] [CE 3.757 (4.068)] [KD 0.000 (0.000)]
2024-10-09 02:12:50,736 - Train: 32.12% [120550/375300]  [96.4/300.0] [batch_t 0.128 (0.123)] [data_t 0.004] [optim_t 0.123] [lr 0.002306] [CE 3.880 (4.088)] [KD 0.000 (0.000)]
2024-10-09 02:12:56,974 - Train: 32.13% [120600/375300]  [96.4/300.0] [batch_t 0.118 (0.125)] [data_t 0.004] [optim_t 0.114] [lr 0.002305] [CE 4.183 (4.052)] [KD 0.000 (0.000)]
2024-10-09 02:13:03,057 - Train: 32.15% [120650/375300]  [96.4/300.0] [batch_t 0.126 (0.122)] [data_t 0.004] [optim_t 0.122] [lr 0.002305] [CE 4.206 (4.086)] [KD 0.000 (0.000)]
2024-10-09 02:13:09,134 - Train: 32.16% [120700/375300]  [96.5/300.0] [batch_t 0.118 (0.121)] [data_t 0.004] [optim_t 0.114] [lr 0.002304] [CE 4.188 (4.065)] [KD 0.000 (0.000)]
2024-10-09 02:13:15,314 - Train: 32.17% [120750/375300]  [96.5/300.0] [batch_t 0.121 (0.123)] [data_t 0.004] [optim_t 0.117] [lr 0.002304] [CE 3.737 (4.073)] [KD 0.000 (0.000)]
2024-10-09 02:13:21,662 - Train: 32.19% [120800/375300]  [96.6/300.0] [batch_t 0.119 (0.127)] [data_t 0.004] [optim_t 0.114] [lr 0.002303] [CE 4.190 (4.058)] [KD 0.000 (0.000)]
2024-10-09 02:13:27,813 - Train: 32.20% [120850/375300]  [96.6/300.0] [batch_t 0.124 (0.123)] [data_t 0.004] [optim_t 0.120] [lr 0.002303] [CE 4.159 (4.078)] [KD 0.000 (0.000)]
2024-10-09 02:13:33,856 - Train: 32.21% [120900/375300]  [96.6/300.0] [batch_t 0.107 (0.121)] [data_t 0.004] [optim_t 0.103] [lr 0.002302] [CE 4.043 (3.996)] [KD 0.000 (0.000)]
2024-10-09 02:13:39,688 - Train: 32.23% [120950/375300]  [96.7/300.0] [batch_t 0.110 (0.117)] [data_t 0.004] [optim_t 0.106] [lr 0.002302] [CE 3.953 (4.038)] [KD 0.000 (0.000)]
2024-10-09 02:13:45,729 - Train: 32.24% [121000/375300]  [96.7/300.0] [batch_t 0.118 (0.121)] [data_t 0.004] [optim_t 0.113] [lr 0.002301] [CE 3.911 (4.097)] [KD 0.000 (0.000)]
2024-10-09 02:13:52,028 - Train: 32.25% [121050/375300]  [96.8/300.0] [batch_t 0.114 (0.126)] [data_t 0.004] [optim_t 0.110] [lr 0.002301] [CE 4.429 (4.038)] [KD 0.000 (0.000)]
2024-10-09 02:13:58,275 - Train: 32.27% [121100/375300]  [96.8/300.0] [batch_t 0.122 (0.125)] [data_t 0.004] [optim_t 0.117] [lr 0.002300] [CE 3.892 (4.044)] [KD 0.000 (0.000)]
2024-10-09 02:14:04,346 - Train: 32.28% [121150/375300]  [96.8/300.0] [batch_t 0.115 (0.121)] [data_t 0.004] [optim_t 0.111] [lr 0.002300] [CE 4.048 (4.024)] [KD 0.000 (0.000)]
2024-10-09 02:14:10,141 - Train: 32.29% [121200/375300]  [96.9/300.0] [batch_t 0.115 (0.116)] [data_t 0.004] [optim_t 0.111] [lr 0.002299] [CE 4.117 (4.116)] [KD 0.000 (0.000)]
2024-10-09 02:14:16,502 - Train: 32.31% [121250/375300]  [96.9/300.0] [batch_t 0.114 (0.127)] [data_t 0.004] [optim_t 0.110] [lr 0.002299] [CE 4.145 (4.072)] [KD 0.000 (0.000)]
2024-10-09 02:14:22,596 - Train: 32.32% [121300/375300]  [97.0/300.0] [batch_t 0.119 (0.122)] [data_t 0.004] [optim_t 0.115] [lr 0.002298] [CE 4.234 (4.032)] [KD 0.000 (0.000)]
2024-10-09 02:14:28,058 - ==> Total time: 4:14:05	 Eta: 8:51:46 	Logged in 'runs/mobilemamba/CLSTrainer_MobileMamba_B1_ImageFolderLMDB_20241008-220023'
2024-10-09 02:14:30,475 - Train: 32.33% [121350/375300]  [97.0/300.0] [batch_t 0.124 (0.388)] [data_t 0.026] [optim_t 0.098] [lr 0.002298] [CE 4.141 (4.093)] [KD 0.000 (0.000)]
2024-10-09 02:14:36,964 - Train: 32.35% [121400/375300]  [97.0/300.0] [batch_t 0.113 (0.130)] [data_t 0.004] [optim_t 0.108] [lr 0.002297] [CE 3.742 (4.019)] [KD 0.000 (0.000)]
2024-10-09 02:14:42,819 - Train: 32.36% [121450/375300]  [97.1/300.0] [batch_t 0.116 (0.117)] [data_t 0.004] [optim_t 0.112] [lr 0.002296] [CE 3.857 (4.072)] [KD 0.000 (0.000)]
2024-10-09 02:14:48,552 - Train: 32.37% [121500/375300]  [97.1/300.0] [batch_t 0.107 (0.115)] [data_t 0.004] [optim_t 0.103] [lr 0.002296] [CE 4.003 (4.032)] [KD 0.000 (0.000)]
2024-10-09 02:14:54,569 - Train: 32.39% [121550/375300]  [97.2/300.0] [batch_t 0.107 (0.120)] [data_t 0.004] [optim_t 0.103] [lr 0.002295] [CE 4.189 (4.006)] [KD 0.000 (0.000)]
2024-10-09 02:15:00,525 - Train: 32.40% [121600/375300]  [97.2/300.0] [batch_t 0.119 (0.119)] [data_t 0.004] [optim_t 0.115] [lr 0.002295] [CE 4.008 (4.049)] [KD 0.000 (0.000)]
2024-10-09 02:15:06,440 - Train: 32.41% [121650/375300]  [97.2/300.0] [batch_t 0.109 (0.118)] [data_t 0.004] [optim_t 0.104] [lr 0.002294] [CE 4.313 (4.061)] [KD 0.000 (0.000)]
2024-10-09 02:15:12,180 - Train: 32.43% [121700/375300]  [97.3/300.0] [batch_t 0.114 (0.115)] [data_t 0.004] [optim_t 0.110] [lr 0.002294] [CE 3.934 (4.070)] [KD 0.000 (0.000)]
2024-10-09 02:15:18,350 - Train: 32.44% [121750/375300]  [97.3/300.0] [batch_t 0.111 (0.123)] [data_t 0.004] [optim_t 0.107] [lr 0.002293] [CE 4.268 (4.087)] [KD 0.000 (0.000)]
2024-10-09 02:15:24,075 - Train: 32.45% [121800/375300]  [97.4/300.0] [batch_t 0.118 (0.114)] [data_t 0.004] [optim_t 0.114] [lr 0.002293] [CE 3.765 (4.060)] [KD 0.000 (0.000)]
2024-10-09 02:15:30,115 - Train: 32.47% [121850/375300]  [97.4/300.0] [batch_t 0.112 (0.121)] [data_t 0.004] [optim_t 0.107] [lr 0.002292] [CE 3.774 (4.040)] [KD 0.000 (0.000)]
2024-10-09 02:15:36,543 - Train: 32.48% [121900/375300]  [97.4/300.0] [batch_t 0.113 (0.128)] [data_t 0.004] [optim_t 0.109] [lr 0.002292] [CE 3.922 (4.103)] [KD 0.000 (0.000)]
2024-10-09 02:15:42,425 - Train: 32.49% [121950/375300]  [97.5/300.0] [batch_t 0.110 (0.118)] [data_t 0.004] [optim_t 0.106] [lr 0.002291] [CE 3.751 (4.070)] [KD 0.000 (0.000)]
2024-10-09 02:15:48,387 - Train: 32.51% [122000/375300]  [97.5/300.0] [batch_t 0.122 (0.119)] [data_t 0.004] [optim_t 0.117] [lr 0.002291] [CE 4.085 (4.073)] [KD 0.000 (0.000)]
2024-10-09 02:15:54,077 - Train: 32.52% [122050/375300]  [97.6/300.0] [batch_t 0.113 (0.114)] [data_t 0.004] [optim_t 0.109] [lr 0.002290] [CE 3.887 (4.058)] [KD 0.000 (0.000)]
2024-10-09 02:16:00,115 - Train: 32.53% [122100/375300]  [97.6/300.0] [batch_t 0.118 (0.121)] [data_t 0.004] [optim_t 0.113] [lr 0.002290] [CE 4.282 (4.044)] [KD 0.000 (0.000)]
2024-10-09 02:16:06,296 - Train: 32.55% [122150/375300]  [97.6/300.0] [batch_t 0.125 (0.124)] [data_t 0.004] [optim_t 0.121] [lr 0.002289] [CE 4.074 (4.040)] [KD 0.000 (0.000)]
2024-10-09 02:16:12,266 - Train: 32.56% [122200/375300]  [97.7/300.0] [batch_t 0.110 (0.119)] [data_t 0.004] [optim_t 0.106] [lr 0.002289] [CE 4.193 (4.104)] [KD 0.000 (0.000)]
2024-10-09 02:16:18,661 - Train: 32.57% [122250/375300]  [97.7/300.0] [batch_t 0.129 (0.128)] [data_t 0.004] [optim_t 0.125] [lr 0.002288] [CE 4.087 (4.023)] [KD 0.000 (0.000)]
2024-10-09 02:16:24,438 - Train: 32.59% [122300/375300]  [97.8/300.0] [batch_t 0.122 (0.115)] [data_t 0.004] [optim_t 0.118] [lr 0.002287] [CE 4.310 (4.037)] [KD 0.000 (0.000)]
2024-10-09 02:16:30,268 - Train: 32.60% [122350/375300]  [97.8/300.0] [batch_t 0.118 (0.116)] [data_t 0.004] [optim_t 0.114] [lr 0.002287] [CE 3.741 (4.078)] [KD 0.000 (0.000)]
2024-10-09 02:16:36,439 - Train: 32.61% [122400/375300]  [97.8/300.0] [batch_t 0.117 (0.123)] [data_t 0.004] [optim_t 0.113] [lr 0.002286] [CE 4.033 (4.152)] [KD 0.000 (0.000)]
2024-10-09 02:16:42,464 - Train: 32.63% [122450/375300]  [97.9/300.0] [batch_t 0.114 (0.120)] [data_t 0.004] [optim_t 0.110] [lr 0.002286] [CE 3.988 (4.034)] [KD 0.000 (0.000)]
2024-10-09 02:16:48,466 - Train: 32.64% [122500/375300]  [97.9/300.0] [batch_t 0.109 (0.120)] [data_t 0.004] [optim_t 0.104] [lr 0.002285] [CE 4.066 (4.024)] [KD 0.000 (0.000)]
2024-10-09 02:16:54,349 - Train: 32.65% [122550/375300]  [98.0/300.0] [batch_t 0.113 (0.118)] [data_t 0.005] [optim_t 0.109] [lr 0.002285] [CE 4.148 (4.036)] [KD 0.000 (0.000)]
2024-10-09 02:17:00,182 - ==> Total time: 4:16:37	 Eta: 8:48:58 	Logged in 'runs/mobilemamba/CLSTrainer_MobileMamba_B1_ImageFolderLMDB_20241008-220023'
2024-10-09 02:17:02,811 - Train: 32.67% [122600/375300]  [98.0/300.0] [batch_t 0.105 (0.559)] [data_t 0.004] [optim_t 0.100] [lr 0.002284] [CE 4.019 (4.175)] [KD 0.000 (0.000)]
2024-10-09 02:17:08,867 - Train: 32.68% [122650/375300]  [98.0/300.0] [batch_t 0.114 (0.121)] [data_t 0.004] [optim_t 0.110] [lr 0.002284] [CE 4.484 (4.015)] [KD 0.000 (0.000)]
2024-10-09 02:17:14,808 - Train: 32.69% [122700/375300]  [98.1/300.0] [batch_t 0.114 (0.119)] [data_t 0.004] [optim_t 0.109] [lr 0.002283] [CE 3.968 (4.053)] [KD 0.000 (0.000)]
2024-10-09 02:17:20,877 - Train: 32.71% [122750/375300]  [98.1/300.0] [batch_t 0.110 (0.121)] [data_t 0.004] [optim_t 0.105] [lr 0.002283] [CE 3.786 (4.054)] [KD 0.000 (0.000)]
2024-10-09 02:17:26,820 - Train: 32.72% [122800/375300]  [98.2/300.0] [batch_t 0.111 (0.119)] [data_t 0.004] [optim_t 0.107] [lr 0.002282] [CE 3.841 (4.071)] [KD 0.000 (0.000)]
2024-10-09 02:17:32,760 - Train: 32.73% [122850/375300]  [98.2/300.0] [batch_t 0.111 (0.119)] [data_t 0.004] [optim_t 0.107] [lr 0.002282] [CE 4.231 (4.048)] [KD 0.000 (0.000)]
2024-10-09 02:17:38,701 - Train: 32.75% [122900/375300]  [98.2/300.0] [batch_t 0.117 (0.119)] [data_t 0.004] [optim_t 0.113] [lr 0.002281] [CE 4.276 (3.986)] [KD 0.000 (0.000)]
2024-10-09 02:17:44,590 - Train: 32.76% [122950/375300]  [98.3/300.0] [batch_t 0.112 (0.118)] [data_t 0.004] [optim_t 0.107] [lr 0.002281] [CE 4.123 (4.059)] [KD 0.000 (0.000)]
2024-10-09 02:17:50,548 - Train: 32.77% [123000/375300]  [98.3/300.0] [batch_t 0.114 (0.119)] [data_t 0.004] [optim_t 0.110] [lr 0.002280] [CE 3.776 (4.045)] [KD 0.000 (0.000)]
2024-10-09 02:17:56,707 - Train: 32.79% [123050/375300]  [98.4/300.0] [batch_t 0.115 (0.123)] [data_t 0.004] [optim_t 0.111] [lr 0.002279] [CE 3.942 (4.053)] [KD 0.000 (0.000)]
2024-10-09 02:18:02,773 - Train: 32.80% [123100/375300]  [98.4/300.0] [batch_t 0.117 (0.121)] [data_t 0.004] [optim_t 0.113] [lr 0.002279] [CE 3.870 (4.030)] [KD 0.000 (0.000)]
2024-10-09 02:18:08,773 - Train: 32.81% [123150/375300]  [98.4/300.0] [batch_t 0.127 (0.120)] [data_t 0.004] [optim_t 0.123] [lr 0.002278] [CE 3.437 (4.047)] [KD 0.000 (0.000)]
2024-10-09 02:18:14,679 - Train: 32.83% [123200/375300]  [98.5/300.0] [batch_t 0.114 (0.118)] [data_t 0.004] [optim_t 0.110] [lr 0.002278] [CE 4.128 (4.067)] [KD 0.000 (0.000)]
2024-10-09 02:18:20,489 - Train: 32.84% [123250/375300]  [98.5/300.0] [batch_t 0.121 (0.116)] [data_t 0.004] [optim_t 0.117] [lr 0.002277] [CE 3.902 (4.040)] [KD 0.000 (0.000)]
2024-10-09 02:18:26,773 - Train: 32.85% [123300/375300]  [98.6/300.0] [batch_t 0.112 (0.126)] [data_t 0.004] [optim_t 0.107] [lr 0.002277] [CE 4.127 (4.045)] [KD 0.000 (0.000)]
2024-10-09 02:18:32,733 - Train: 32.87% [123350/375300]  [98.6/300.0] [batch_t 0.118 (0.119)] [data_t 0.004] [optim_t 0.114] [lr 0.002276] [CE 3.839 (4.039)] [KD 0.000 (0.000)]
2024-10-09 02:18:38,394 - Train: 32.88% [123400/375300]  [98.6/300.0] [batch_t 0.110 (0.113)] [data_t 0.004] [optim_t 0.106] [lr 0.002276] [CE 4.427 (4.103)] [KD 0.000 (0.000)]
2024-10-09 02:18:44,403 - Train: 32.89% [123450/375300]  [98.7/300.0] [batch_t 0.105 (0.120)] [data_t 0.004] [optim_t 0.100] [lr 0.002275] [CE 4.175 (4.139)] [KD 0.000 (0.000)]
2024-10-09 02:18:50,225 - Train: 32.91% [123500/375300]  [98.7/300.0] [batch_t 0.123 (0.116)] [data_t 0.004] [optim_t 0.119] [lr 0.002275] [CE 4.161 (4.040)] [KD 0.000 (0.000)]
2024-10-09 02:18:56,506 - Train: 32.92% [123550/375300]  [98.8/300.0] [batch_t 0.117 (0.126)] [data_t 0.004] [optim_t 0.113] [lr 0.002274] [CE 4.211 (4.017)] [KD 0.000 (0.000)]
2024-10-09 02:19:02,581 - Train: 32.93% [123600/375300]  [98.8/300.0] [batch_t 0.108 (0.121)] [data_t 0.004] [optim_t 0.103] [lr 0.002274] [CE 4.231 (4.085)] [KD 0.000 (0.000)]
2024-10-09 02:19:08,419 - Train: 32.95% [123650/375300]  [98.8/300.0] [batch_t 0.112 (0.117)] [data_t 0.004] [optim_t 0.107] [lr 0.002273] [CE 4.227 (4.040)] [KD 0.000 (0.000)]
2024-10-09 02:19:14,534 - Train: 32.96% [123700/375300]  [98.9/300.0] [batch_t 0.123 (0.122)] [data_t 0.004] [optim_t 0.119] [lr 0.002273] [CE 4.239 (4.081)] [KD 0.000 (0.000)]
2024-10-09 02:19:20,539 - Train: 32.97% [123750/375300]  [98.9/300.0] [batch_t 0.110 (0.120)] [data_t 0.004] [optim_t 0.106] [lr 0.002272] [CE 4.225 (4.054)] [KD 0.000 (0.000)]
2024-10-09 02:19:26,757 - Train: 32.99% [123800/375300]  [99.0/300.0] [batch_t 0.112 (0.124)] [data_t 0.004] [optim_t 0.107] [lr 0.002271] [CE 4.168 (4.063)] [KD 0.000 (0.000)]
2024-10-09 02:19:32,418 - ==> Total time: 4:19:10	 Eta: 8:46:11 	Logged in 'runs/mobilemamba/CLSTrainer_MobileMamba_B1_ImageFolderLMDB_20241008-220023'
2024-10-09 02:19:34,220 - Train: 33.00% [123850/375300]  [99.0/300.0] [batch_t 0.686 (0.686)] [data_t 0.556] [optim_t 0.130] [lr 0.002271] [CE 3.858 (3.858)] [KD 0.000 (0.000)]
2024-10-09 02:19:40,290 - Train: 33.01% [123900/375300]  [99.0/300.0] [batch_t 0.112 (0.121)] [data_t 0.004] [optim_t 0.108] [lr 0.002270] [CE 4.057 (4.046)] [KD 0.000 (0.000)]
2024-10-09 02:19:46,270 - Train: 33.03% [123950/375300]  [99.1/300.0] [batch_t 0.110 (0.120)] [data_t 0.004] [optim_t 0.105] [lr 0.002270] [CE 4.243 (4.030)] [KD 0.000 (0.000)]
2024-10-09 02:19:52,330 - Train: 33.04% [124000/375300]  [99.1/300.0] [batch_t 0.117 (0.121)] [data_t 0.004] [optim_t 0.113] [lr 0.002269] [CE 4.162 (4.094)] [KD 0.000 (0.000)]
2024-10-09 02:19:58,412 - Train: 33.05% [124050/375300]  [99.2/300.0] [batch_t 0.121 (0.122)] [data_t 0.004] [optim_t 0.117] [lr 0.002269] [CE 3.767 (4.029)] [KD 0.000 (0.000)]
2024-10-09 02:20:04,452 - Train: 33.07% [124100/375300]  [99.2/300.0] [batch_t 0.109 (0.121)] [data_t 0.004] [optim_t 0.105] [lr 0.002268] [CE 4.417 (4.044)] [KD 0.000 (0.000)]
2024-10-09 02:20:10,470 - Train: 33.08% [124150/375300]  [99.2/300.0] [batch_t 0.120 (0.120)] [data_t 0.004] [optim_t 0.115] [lr 0.002268] [CE 4.527 (4.091)] [KD 0.000 (0.000)]
2024-10-09 02:20:16,484 - Train: 33.09% [124200/375300]  [99.3/300.0] [batch_t 0.117 (0.120)] [data_t 0.004] [optim_t 0.113] [lr 0.002267] [CE 3.994 (4.039)] [KD 0.000 (0.000)]
2024-10-09 02:20:22,368 - Train: 33.11% [124250/375300]  [99.3/300.0] [batch_t 0.116 (0.118)] [data_t 0.004] [optim_t 0.111] [lr 0.002267] [CE 4.070 (4.038)] [KD 0.000 (0.000)]
2024-10-09 02:20:28,044 - Train: 33.12% [124300/375300]  [99.4/300.0] [batch_t 0.106 (0.113)] [data_t 0.004] [optim_t 0.102] [lr 0.002266] [CE 3.662 (4.027)] [KD 0.000 (0.000)]
2024-10-09 02:20:34,272 - Train: 33.13% [124350/375300]  [99.4/300.0] [batch_t 0.253 (0.124)] [data_t 0.004] [optim_t 0.249] [lr 0.002266] [CE 3.711 (4.048)] [KD 0.000 (0.000)]
2024-10-09 02:20:40,327 - Train: 33.15% [124400/375300]  [99.4/300.0] [batch_t 0.118 (0.121)] [data_t 0.004] [optim_t 0.114] [lr 0.002265] [CE 4.328 (4.077)] [KD 0.000 (0.000)]
2024-10-09 02:20:46,086 - Train: 33.16% [124450/375300]  [99.5/300.0] [batch_t 0.111 (0.115)] [data_t 0.004] [optim_t 0.107] [lr 0.002264] [CE 4.196 (4.060)] [KD 0.000 (0.000)]
2024-10-09 02:20:52,058 - Train: 33.17% [124500/375300]  [99.5/300.0] [batch_t 0.115 (0.119)] [data_t 0.004] [optim_t 0.111] [lr 0.002264] [CE 3.954 (4.037)] [KD 0.000 (0.000)]
2024-10-09 02:20:58,148 - Train: 33.19% [124550/375300]  [99.6/300.0] [batch_t 0.116 (0.122)] [data_t 0.004] [optim_t 0.112] [lr 0.002263] [CE 3.762 (4.063)] [KD 0.000 (0.000)]
